No.	TOKEN	NE-TAG	NE-EMB	ID	url_id	left	right	top	bottom
1	Die	O	O	-	0	912	949	1044	1063
2	deutſchen	O	O	-	0	966	1057	1044	1066
3	Flieger	O	O	-	0	1075	1151	1044	1066
4	werden	O	O	-	0	1178	1252	1043	1062
5	von	O	O	-	0	1269	1306	1045	1062
6	Le	B-LOC	O	Q738719	0	1324	1348	1042	1061
7	Bourget	I-LOC	O	Q738719	0	1366	1450	1042	1063
8	am	O	O	-	0	1480	1510	1047	1060
9	29.	O	O	-	0	875	903	1067	1087
10	Dezember	O	O	-	0	916	1016	1067	1089
11	über	O	O	-	0	1027	1072	1068	1086
12	Bordeaux	B-LOC	O	Q612731	0	1084	1182	1067	1088
13	—	O	O	-	0	1192	1216	1077	1079
14	Biarritz	B-LOC	O	Q620101	0	1227	1306	1066	1088
15	—	O	O	-	0	1316	1340	1076	1078
16	Nimes	B-LOC	O	Q1432215	0	1352	1418	1065	1085
17	—	O	O	-	0	1429	1454	1075	1077
18	Piſa	B-LOC	O	Q709169	0	1465	1508	1065	1086
19	—	O	O	-	0	873	898	1102	1104
20	Rom	B-LOC	O	Q220	0	910	958	1091	1110
21	—	O	O	-	0	970	994	1102	1103
22	Neapel	B-LOC	O	Q849383	0	1006	1077	1091	1112
23	—	O	O	-	0	1088	1112	1094	1103
24	Palermo	B-LOC	O	Q630645	0	1124	1213	1090	1112
25	—	O	O	-	0	1224	1248	1100	1102
26	Catania	B-LOC	O	Q1903	0	1259	1343	1089	1108
27	—	O	O	-	0	1354	1374	1099	1101
28	Tunis	B-LOC	O	Q1141214	0	1376	1442	1088	1108
29	nach	O	O	-	0	1445	1509	1088	1110
30	Algier	B-LOC	O	Q623452	0	876	941	1114	1136
31	ſtarten	O	O	-	0	953	1039	1112	1136
32	.	O	O	-	0	953	1039	1112	1136
0		O	O	-	0	1040	1076	1114	1133
1	Sie	O	O	-	0	1040	1076	1114	1133
2	haben	O	O	-	0	1089	1148	1114	1136
3	am	O	O	-	0	1160	1191	1119	1132
4	Sonntag	O	O	-	0	1203	1295	1113	1135
5	die	O	O	-	0	1295	1338	1113	1132
6	Strecke	O	O	-	0	1350	1421	1112	1131
7	Rangsdorf	B-LOC	O	Q923322	0	1434	1509	1112	1133
8	—	O	O	-	0	929	954	1148	1150
9	Breslau	B-LOC	O	Q1799	0	967	1050	1137	1157
10	—	B-LOC	O	-	0	1063	1087	1148	1149
11	Stolp	B-LOC	O	Q105048	0	1100	1159	1137	1158
12	—	B-LOC	O	-	0	1172	1196	1147	1149
13	Berlin	B-LOC	O	Q64	0	1208	1275	1136	1155
14	und	O	O	-	0	1289	1327	1137	1155
15	am	O	O	-	0	1342	1372	1141	1155
16	Montag	O	O	-	0	1386	1454	1136	1155
17	die	O	O	-	0	1457	1509	1135	1157
18	Strecke	O	O	-	0	876	948	1161	1180
19	Berlin	B-LOC	O	Q64	0	963	1029	1161	1180
20	—	B-LOC	O	-	0	1043	1068	1171	1173
21	Köln	B-LOC	O	Q365	0	1082	1131	1161	1180
22	—	O	O	-	0	1145	1169	1171	1172
23	Paris	B-LOC	O	Q90	0	1184	1231	1160	1182
24	zurückgelegt	O	O	-	0	1233	1385	1160	1182
25	.	O	O	-	0	1233	1385	1160	1182
0		O	O	-	0	910	942	1190	1208
1	Das	O	O	-	0	910	942	1190	1208
2	dritte	O	O	-	0	943	1024	1189	1209
3	deutſche	O	O	-	0	1040	1124	1189	1211
4	Flugzeug	O	O	-	0	1134	1228	1189	1211
5	konnte	O	O	-	0	1245	1310	1188	1207
6	bis	O	O	-	0	1325	1355	1188	1207
7	Montag	O	O	-	0	1371	1452	1188	1209
8	noch	O	O	-	0	1468	1509	1187	1208
9	nicht	O	O	-	0	875	921	1213	1235
10	nach	O	O	-	0	936	978	1213	1235
11	Berlin	B-LOC	O	Q64	0	992	1059	1213	1232
12	übergeführt	O	O	-	0	1074	1194	1212	1234
13	werden	O	O	-	0	1208	1281	1212	1230
14	und	O	O	-	0	1296	1334	1212	1230
15	wird	O	O	-	0	1348	1395	1211	1230
16	demnächſt	O	O	-	0	1410	1509	1210	1232
17	mit	O	O	-	0	875	910	1236	1255
18	der	O	O	-	0	926	957	1237	1256
19	Beſatzung	O	O	-	0	972	1071	1236	1258
20	des	O	O	-	0	1087	1118	1236	1255
21	NSFK.	O	O	-	0	1135	1219	1235	1257
22	,	O	O	-	0	1135	1219	1235	1257
23	Gruppe	O	O	-	0	1233	1313	1235	1257
24	Lufthanſa	O	O	-	0	1329	1436	1234	1256
25	,	O	O	-	0	1329	1436	1234	1256
26	Flugkapitän	O	O	-	0	1453	1509	1234	1256
27	Klitzſch	B-PER	O	-	0	966	1065	1259	1281
28	und	O	O	-	0	1080	1117	1260	1278
29	Funkermaſchiniſt	O	O	-	0	1135	1323	1258	1281
30	Schnurr	B-PER	O	Q364174	0	1324	1439	1258	1280
31	,	O	O	-	0	1324	1439	1258	1280
32	ſtarten	O	O	-	0	1445	1509	1258	1279
33	,	O	O	-	0	876	912	1283	1305
34	um	O	O	-	0	927	958	1289	1302
35	nach	O	O	-	0	963	1015	1283	1305
36	Möglichkeit	O	O	-	0	1028	1143	1282	1305
37	die	O	O	-	0	1158	1186	1282	1300
38	beiden	O	O	-	0	1199	1263	1282	1301
39	anderen	O	O	-	0	1277	1358	1282	1301
40	Flugzeuge	O	O	-	0	1372	1476	1281	1303
41	in	O	O	-	0	1491	1509	1280	1299
42	Algier	B-LOC	O	Q623452	0	876	940	1307	1329
43	zu	O	O	-	0	954	975	1312	1329
44	erreichen	O	O	-	0	989	1082	1307	1328
45	.	O	O	-	0	989	1082	1307	1328
0		O	O		0	863	995	1360	1384
1	Frankreichs	B-LOC	O	Q142	0	863	995	1360	1384
2	Regierung	O	O	-	0	1006	1114	1360	1382
3	wehrt	O	O	-	0	1125	1182	1359	1381
4	ſich	O	O	-	0	1184	1222	1358	1382
5	gegen	O	O	-	0	1233	1289	1364	1383
6	Streikunordnung	O	O	-	0	1301	1486	1358	1380
7	.	O	O	-	0	1301	1486	1358	1380
0		O	O	-	0	913	978	1394	1418
1	Paris	B-LOC	O	Q90	0	913	978	1394	1418
2	,	O	O	-	0	913	978	1394	1418
3	27.	O	O	-	0	991	1020	1395	1413
4	Dezember	O	O	-	0	1033	1139	1394	1417
5	.	O	O	-	0	1033	1139	1394	1417
0		O	O	-	0	1152	1334	1394	1417
1	Miniſterpräſident	O	O	-	0	1152	1334	1394	1417
2	Chautemps	B-PER	O	Q263884	0	1347	1509	1393	1416
3	hatte	O	O	-	0	878	927	1419	1441
4	am	O	O	-	0	940	976	1425	1439
5	Montag	O	O	-	0	985	1066	1420	1441
6	nachmittag	O	O	-	0	1080	1192	1418	1441
7	eine	O	O	-	0	1211	1251	1418	1437
8	Beſprechung	O	O	-	0	1271	1397	1417	1440
9	mit	O	O	-	0	1416	1450	1416	1436
10	dem	O	O	-	0	1470	1510	1416	1435
11	Arbeitsminiſter	O	O	-	0	878	1039	1443	1465
12	über	O	O	-	0	1052	1098	1443	1462
13	die	O	O	-	0	1111	1141	1443	1462
14	gegenwärtigen	O	O	-	0	1155	1305	1442	1465
15	Streiks	O	O	-	0	1318	1401	1441	1462
16	,	O	O	-	0	1318	1401	1441	1462
17	insbeſondere	O	O	-	0	1416	1510	1441	1463
18	über	O	O	-	0	932	986	1468	1491
19	den	O	O	-	0	991	1025	1468	1487
20	Transportarbeiterſtreik	O	O	-	0	1040	1413	1465	1489
21	.	O	O	-	0	1040	1413	1465	1489
0		O	O	-	0	873	940	1492	1512
1	Die	O	O	-	0	873	940	1492	1512
2	Regierung	O	O	-	0	942	1059	1492	1514
3	hat	O	O	-	0	1061	1123	1492	1515
4	,	O	O	-	0	1061	1123	1492	1515
5	wie	O	O	-	0	1137	1161	1491	1510
6	mitgeteilt	O	O	-	0	1164	1285	1490	1513
7	wird	O	O	-	0	1293	1351	1490	1512
8	,	O	O	-	0	1293	1351	1490	1512
9	die	O	O	-	0	1366	1395	1489	1509
10	„	O	O	-	0	1410	1510	1489	1512
11	erforderlichen	O	O	-	0	1410	1510	1489	1512
12	Maßnahmen	O	O	-	0	944	1060	1514	1538
13	zur	O	O	-	0	1061	1117	1521	1538
14	Aufrechterhaltung	O	O	-	0	1117	1313	1515	1538
15	der	O	O	-	0	1325	1355	1515	1533
16	Ordnung	O	O	-	0	1367	1461	1514	1536
17	und	O	O	-	0	1472	1510	1513	1532
18	Verſorgung	O	O	-	0	858	997	1541	1564
19	der	O	O	-	0	1002	1044	1541	1559
20	Pariſer	O	O	-	0	1048	1133	1540	1563
21	Bevölkerung	O	O	-	0	1147	1275	1540	1561
22	getroffen	O	O	-	0	1291	1400	1539	1561
23	“	B-PER	O	-	0	1291	1400	1539	1561
24	.	O	O	-	0	1291	1400	1539	1561
0		O	O		0	876	950	1600	1630
1	Duclos	B-PER	O	Q377790	0	876	950	1600	1630
2	für	O	O	-	0	952	996	1595	1632
3	marxiſtiſch⸗bolſchewiſtiſche	O	O	-	0	1010	1275	1592	1627
4	Verbrüderung	O	O	-	0	1287	1439	1599	1621
5	.	O	O	-	0	1287	1439	1599	1621
0		O	O	-	0	879	979	1630	1659
1	Paris	B-LOC	O	Q90	0	879	979	1630	1659
2	,	O	O	-	0	879	979	1630	1659
3	27.	O	O	-	0	984	1018	1636	1655
4	Dezember	O	O	-	0	1029	1135	1635	1658
5	.	O	O	-	0	1029	1135	1635	1658
0		O	O	-	0	1145	1184	1636	1658
1	Auf	O	O	-	0	1145	1184	1636	1658
2	einer	O	O	-	0	1185	1245	1635	1655
3	kommuniſtiſchen	O	O	-	0	1254	1419	1633	1657
4	Tagung	O	O	-	0	1429	1510	1631	1655
5	ergriff	O	O	-	0	873	946	1661	1683
6	der	O	O	-	0	956	987	1661	1679
7	Vizepräſident	O	O	-	0	998	1137	1658	1687
8	der	O	O	-	0	1140	1179	1660	1679
9	franzöſiſchen	O	O	-	0	1183	1316	1659	1681
10	Kammer	O	O	-	0	1319	1421	1658	1679
11	,	O	O	-	0	1319	1421	1658	1679
12	Duclos	B-PER	O	Q377790	0	1433	1511	1657	1677
13	,	O	O	-	0	1433	1511	1657	1677
14	das	O	O	-	0	879	913	1685	1704
15	Wort	O	O	-	0	928	982	1685	1704
16	zu	O	O	-	0	995	1021	1690	1709
17	den	O	O	-	0	1026	1070	1685	1703
18	immer	O	O	-	0	1082	1137	1689	1703
19	wieder	O	O	-	0	1139	1219	1683	1702
20	hinausgeſchobenen	O	O	-	0	1222	1434	1682	1705
21	ſozial⸗demokratiſch⸗kommuniſtiſchen	O	O	-	0	1449	1510	1681	1704
22	Verſchmelzungswünſchen	O	O	-	0	1190	1451	1706	1730
23	.	O	O	-	0	1190	1451	1706	1730
0		O	O	-	0	1476	1511	1705	1728
1	Die	O	O	-	0	1476	1511	1705	1728
2	Bildung	O	O	-	0	879	963	1733	1756
3	einer	O	O	-	0	985	1035	1738	1752
4	„	O	O	-	0	1057	1234	1732	1754
5	Einheitspartei	O	O	-	0	1057	1234	1732	1754
6	“	O	O	-	0	1057	1234	1732	1754
7	,	O	O	-	0	1057	1234	1732	1754
8	ſo	O	O	-	0	1255	1272	1732	1753
9	führte	O	O	-	0	1294	1356	1731	1754
10	Duclos	B-PER	O	Q377790	0	1376	1448	1730	1749
11	aus	O	O	-	0	1470	1511	1731	1751
12	,	O	O	-	0	1470	1511	1731	1751
13	würde	O	O	-	0	879	943	1758	1777
14	ſowohl	O	O	-	0	957	1025	1756	1780
15	von	O	O	-	0	1039	1075	1760	1776
16	den	O	O	-	0	1096	1130	1757	1775
17	Kommuniſten	O	O	-	0	1145	1286	1756	1778
18	als	O	O	-	0	1299	1337	1755	1774
19	auch	O	O	-	0	1358	1401	1755	1777
20	von	O	O	-	0	1421	1457	1757	1773
21	den	O	O	-	0	1478	1512	1754	1773
22	Sozialdemokraten	O	O	-	0	879	1064	1782	1804
23	zur	O	O	-	0	1075	1108	1787	1804
24	Herbeiführung	O	O	-	0	1118	1272	1780	1803
25	einer	O	O	-	0	1288	1339	1779	1799
26	„	O	O	-	0	1357	1511	1778	1800
27	vollkommenen	O	O	-	0	1357	1511	1778	1800
28	Anwendung	O	O	-	0	880	1003	1807	1828
29	der	O	O	-	0	1004	1046	1806	1825
30	im	O	O	-	0	1063	1090	1805	1824
31	Volksfrontprogamm	O	O	-	0	1101	1310	1805	1827
32	geforderten	O	O	-	0	1311	1444	1803	1826
33	Maßnahmen	O	O	-	0	1456	1512	1802	1824
34	“	O	O	-	0	879	966	1831	1852
35	als	O	O	-	0	967	1012	1831	1849
36	ausſchlaggebend	O	O	-	0	1023	1188	1829	1852
37	begrüßt	O	O	-	0	1194	1276	1828	1851
38	werden	O	O	-	0	1286	1365	1828	1847
39	.	O	O	-	0	1286	1365	1828	1847
0		O	O	-	0	1376	1412	1827	1847
1	Die	O	O	-	0	1376	1412	1827	1847
2	Kommuniſten	O	O	-	0	1423	1512	1827	1846
3	ſeien	O	O	-	0	950	998	1854	1877
4	in	O	O	-	0	1009	1029	1854	1873
5	dieſem	O	O	-	0	1042	1107	1853	1876
6	Einheitskampf	O	O	-	0	1119	1259	1853	1875
7	entſchloſſen	O	O	-	0	1261	1398	1852	1875
8	,	O	O	-	0	1261	1398	1852	1875
9	vor	O	O	-	0	1410	1443	1854	1870
10	nichts	O	O	-	0	1455	1512	1850	1873
11	zurückzuſchrecken	O	O	-	0	880	1071	1879	1902
12	.	O	O	-	0	880	1071	1879	1902
0		O	O	-	0	1079	1116	1878	1897
1	Die	O	O	-	0	1079	1116	1878	1897
2	Kommuniſten	O	O	-	0	1127	1269	1877	1900
3	ſeien	O	O	-	0	1282	1330	1876	1898
4	ferner	O	O	-	0	1344	1406	1877	1899
5	mit	O	O	-	0	1425	1459	1875	1894
6	den	O	O	-	0	1479	1512	1875	1894
7	Bedingungen	O	O	-	0	880	1017	1903	1925
8	,	O	O	-	0	880	1017	1903	1925
9	die	O	O	-	0	1019	1062	1901	1924
10	auf	O	O	-	0	1073	1106	1903	1925
11	dem	O	O	-	0	1117	1156	1901	1921
12	ſozialdemokratiſchen	O	O	-	0	1167	1372	1900	1924
13	Parteitag	O	O	-	0	1383	1481	1899	1923
14	in	O	O	-	0	1492	1512	1899	1918
15	Marſeille	B-LOC	O	Q23482	0	881	978	1927	1950
16	aufgeſtellt	O	O	-	0	995	1110	1924	1950
17	wurden	O	O	-	0	1115	1197	1926	1948
18	,	O	O	-	0	1115	1197	1926	1948
19	einverſtanden	O	O	-	0	1221	1365	1925	1947
20	.	O	O	-	0	1221	1365	1925	1947
0		O	O	-	0	1401	1461	1924	1943
1	Wenn	O	O	-	0	1401	1461	1924	1943
2	die	O	O	-	0	1484	1512	1923	1942
3	Sozialdemokratiſche	B-ORG	O	Q317143	0	881	1084	1950	1974
4	Partei	I-ORG	O	Q317143	0	1095	1161	1950	1973
5	es	O	O	-	0	1172	1193	1952	1969
6	wünſche	O	O	-	0	1202	1287	1950	1972
7	,	O	O	-	0	1202	1287	1950	1972
8	könne	O	O	-	0	1298	1355	1947	1968
9	die	O	O	-	0	1355	1395	1948	1968
10	„	O	O	-	0	1407	1513	1947	1970
11	Einheitspartei	O	O	-	0	1407	1513	1947	1970
12	“	O	O	-	0	881	952	1976	1999
13	bereits	O	O	-	0	964	1033	1975	1995
14	im	O	O	-	0	1046	1072	1975	1994
15	nächſten	O	O	-	0	1083	1164	1975	1997
16	Jahre	O	O	-	0	1175	1236	1974	1997
17	zur	O	O	-	0	1248	1281	1979	1996
18	Tatſache	O	O	-	0	1292	1376	1973	1995
19	werden	O	O	-	0	1388	1466	1973	1992
20	.	O	O	-	0	1388	1466	1973	1992
0		O	O	-	0	882	957	2031	2055
1	Pariſer	B-ORG	O	-	0	882	957	2031	2055
2	Journaliſten	O	O	-	0	969	1100	2030	2057
3	gegen	O	O	-	0	1113	1171	2032	2057
4	CGT.⸗Verband	B-ORG	O	Q4378607	0	1182	1373	2029	2049
5	.	O	O	-	0	1182	1373	2029	2049
0		O	O	-	0	880	983	2060	2089
1	Paris	B-LOC	O	Q90	0	880	983	2060	2089
2	,	O	O	-	0	880	983	2060	2089
3	27.	O	O	-	0	995	1024	2066	2086
4	Dezember	O	O	-	0	1038	1144	2065	2088
5	.	O	O	-	0	1038	1144	2065	2088
0		O	O	-	0	1167	1209	2064	2084
1	Wie	O	O	-	0	1167	1209	2064	2084
2	der	O	O	-	0	1215	1254	2065	2084
3	Temps	B-ORG	O	Q976083	0	1268	1326	2064	2086
4	meldet	O	O	-	0	1328	1424	2063	2084
5	,	O	O	-	0	1328	1424	2063	2084
6	hat	O	O	-	0	1437	1469	2062	2084
7	der	O	O	-	0	1469	1513	2062	2080
8	Verband	O	O	-	0	881	968	2092	2110
9	der	O	O	-	0	982	1014	2091	2110
10	Pariſer	B-ORG	O	-	0	1027	1102	2090	2113
11	Journaliſten	I-ORG	O	-	0	1116	1247	2089	2112
12	am	O	O	-	0	1261	1291	2094	2107
13	Montag	O	O	-	0	1305	1387	2088	2110
14	über	O	O	-	0	1401	1435	2087	2106
15	einen	O	O	-	0	1437	1513	2086	2105
16	Beitritt	O	O	-	0	882	961	2115	2135
17	zum	O	O	-	0	973	1015	2121	2137
18	marxiſtiſchen	O	O	-	0	1028	1158	2113	2137
19	Gewerkſchaftsverband	O	O	-	0	1172	1395	2111	2135
20	CGT.	B-ORG	O	Q4378607	0	1410	1469	2111	2130
21	abgeſtimmt	O	O	-	0	1483	1514	2110	2129
22	.	O	O	-	0	882	979	2140	2162
0		O	O	-	0	1004	1047	2139	2158
1	Von	O	O	-	0	1004	1047	2139	2158
2	insgeſamt	O	O	-	0	1051	1163	2138	2161
3	1502	O	O	-	0	1177	1222	2138	2156
4	Wählern	O	O	-	0	1236	1312	2136	2159
5	ſprachen	O	O	-	0	1313	1422	2136	2158
6	ſich	O	O	-	0	1422	1466	2135	2157
7	845	O	O	-	0	1479	1513	2134	2153
8	gegen	O	O	-	0	882	939	2170	2187
9	den	O	O	-	0	950	984	2165	2183
10	Beitritt	O	O	-	0	991	1078	2163	2182
11	aus	O	O	-	0	1079	1131	2164	2184
12	,	O	O	-	0	1079	1131	2164	2184
13	während	O	O	-	0	1132	1218	2162	2184
14	645	O	O	-	0	1229	1263	2161	2180
15	dafür	O	O	-	0	1273	1329	2161	2183
16	waren	O	O	-	0	1339	1408	2163	2181
17	,	O	O	-	0	1339	1408	2163	2181
18	12	O	O	-	0	1419	1441	2160	2178
19	Stimmen	O	O	-	0	1452	1513	2159	2178
20	waren	O	O	-	0	937	1000	2191	2208
21	ungültig	O	O	-	0	1013	1108	2187	2210
22	.	O	O	-	0	1013	1108	2187	2210
0		O	O	-	0	959	959	2224	2224
1	Entführter	O	O	-	0	882	995	2233	2256
2	ſyriſcher	B-LOC	O	Q146885	0	1007	1090	2231	2255
3	Gouverneur	O	O	-	0	1103	1228	2231	2251
4	von	O	O	-	0	1241	1277	2233	2249
5	Truppen	O	O	-	0	1291	1369	2230	2252
6	befreit	O	O	-	0	1369	1467	2227	2252
7	.	O	O	-	0	1369	1467	2227	2252
0		O	O	-	0	918	983	2267	2290
1	Paris	B-LOC	O	Q90	0	918	983	2267	2290
2	,	O	O	-	0	918	983	2267	2290
3	27.	O	O	-	0	994	1023	2267	2287
4	Dezember	O	O	-	0	1033	1139	2267	2290
5	.	O	O	-	0	1033	1139	2267	2290
0		O	O	-	0	1150	1189	2267	2285
1	Der	O	O	-	0	1150	1189	2267	2285
2	Gouverneur	O	O	-	0	1199	1361	2266	2285
3	der	O	O	-	0	1368	1409	2264	2283
4	ſyriſchen	O	O	-	0	1411	1514	2262	2285
5	Provinz	O	O	-	0	883	965	2293	2315
6	Djeſireh	I-LOC	O	-	0	981	1106	2291	2315
7	war	O	O	-	0	1122	1161	2294	2310
8	Mitte	O	O	-	0	1161	1234	2290	2309
9	voriger	O	O	-	0	1249	1324	2289	2312
10	Woche	O	O	-	0	1339	1401	2288	2310
11	auf	O	O	-	0	1416	1450	2288	2310
12	einer	O	O	-	0	1465	1514	2287	2306
13	Autoreiſe	O	O	-	0	883	978	2317	2339
14	entführt	O	O	-	0	992	1076	2316	2339
15	worden	O	O	-	0	1089	1174	2316	2338
16	.	O	O	-	0	1089	1174	2316	2338
0		O	O	-	0	1183	1231	2315	2337
1	Nach	O	O	-	0	1183	1231	2315	2337
2	einer	O	O	-	0	1244	1295	2313	2333
3	Havas⸗Jnformation	O	O	-	0	1308	1514	2310	2335
4	aus	O	O	-	0	883	919	2344	2361
5	Beirut	B-LOC	O	Q3820	0	929	1013	2341	2360
6	iſt	O	O	-	0	1020	1059	2341	2362
7	es	O	O	-	0	1070	1089	2342	2359
8	den	O	O	-	0	1098	1134	2340	2359
9	ausgeſandten	O	O	-	0	1145	1281	2338	2361
10	Truppen	O	O	-	0	1288	1379	2338	2359
11	nunmehr	O	O	-	0	1387	1468	2336	2358
12	gelungen	O	O	-	0	1470	1515	2340	2357
13	,	O	O	-	0	884	959	2366	2388
14	die	O	O	-	0	970	998	2365	2385
15	Entführer	O	O	-	0	1009	1111	2365	2388
16	zu	O	O	-	0	1122	1144	2369	2386
17	ſtellen	O	O	-	0	1154	1215	2363	2386
18	und	O	O	-	0	1226	1265	2362	2382
19	zur	O	O	-	0	1275	1308	2368	2385
20	Auslieferung	O	O	-	0	1318	1454	2361	2383
21	ihres	O	O	-	0	1464	1515	2360	2382
22	Gefangenen	O	O	-	0	884	1006	2390	2412
23	zu	O	O	-	0	1018	1040	2394	2411
24	veranlaſſen	O	O	-	0	1041	1185	2388	2410
25	.	O	O	-	0	1041	1185	2388	2410
0		O	O	-	0	1198	1227	2387	2406
1	An	O	O	-	0	1198	1227	2387	2406
2	der	O	O	-	0	1240	1272	2387	2406
3	Suchaktion	O	O	-	0	1284	1397	2385	2408
4	hatten	O	O	-	0	1409	1473	2385	2407
5	ſich	O	O	-	0	1486	1515	2383	2406
6	auch	O	O	-	0	884	926	2415	2437
7	Flugzeuge	O	O	-	0	937	1042	2415	2437
8	beteiligt	O	O	-	0	1047	1141	2412	2435
9	.	O	O	-	0	1047	1141	2412	2435
0		O	O	-	0	1153	1195	2412	2432
1	Der	O	O	-	0	1153	1195	2412	2432
2	Gouverneur	O	O	-	0	1200	1317	2412	2430
3	ſoll	B-PER	O	-	0	1318	1371	2409	2432
4	ſich	B-PER	O	-	0	1382	1413	2409	2432
5	in	O	O	-	0	1424	1444	2409	2428
6	einem	O	O	-	0	1456	1515	2408	2427
7	derartigen	O	O	-	0	884	989	2438	2460
8	Erſchöpfungszuſtand	O	O	-	0	1002	1214	2436	2460
9	befinden	O	O	-	0	1229	1320	2435	2458
10	,	O	O	-	0	1229	1320	2435	2458
11	daß	O	O	-	0	1341	1377	2434	2456
12	er	O	O	-	0	1397	1417	2438	2452
13	unfähig	O	O	-	0	1436	1515	2431	2455
14	war	O	O	-	0	883	928	2466	2484
15	,	O	O	-	0	883	928	2466	2484
16	über	O	O	-	0	941	987	2463	2481
17	ſein	O	O	-	0	998	1035	2462	2484
18	Abenteuer	O	O	-	0	1047	1151	2461	2481
19	Auskunft	O	O	-	0	1163	1258	2460	2482
20	zu	O	O	-	0	1258	1292	2462	2481
21	geben	O	O	-	0	1305	1367	2458	2486
22	.	O	O	-	0	1305	1367	2458	2486
0		O	O	-	0	1391	1440	2457	2479
1	Nach	O	O	-	0	1391	1440	2457	2479
2	Havas	B-ORG	O	Q516033	0	1451	1515	2457	2479
3	ſcheint	O	O	-	0	883	947	2487	2510
4	es	O	O	-	0	959	978	2490	2506
5	ſich	O	O	-	0	990	1021	2487	2509
6	bei	O	O	-	0	1032	1072	2485	2505
7	der	O	O	-	0	1072	1104	2486	2504
8	Entführung	O	O	-	0	1115	1237	2484	2508
9	um	O	O	-	0	1249	1282	2489	2503
10	einen	O	O	-	0	1294	1347	2488	2502
11	politiſchen	O	O	-	0	1358	1515	2480	2505
12	Racheakt	O	O	-	0	883	1006	2511	2534
13	zu	O	O	-	0	1006	1041	2516	2533
14	handeln	O	O	-	0	1054	1140	2510	2532
15	.	O	O	-	0	1054	1140	2510	2532
0		O	O	-	0	919	955	2536	2558
1	Jm	O	O	-	0	919	955	2536	2558
2	Zuſammenhang	O	O	-	0	976	1138	2534	2558
3	mit	O	O	-	0	1160	1194	2532	2552
4	der	O	O	-	0	1222	1254	2531	2551
5	Wiederauffindung	O	O	-	0	1274	1463	2530	2553
6	des	O	O	-	0	1483	1515	2529	2548
7	Gouverneurs	O	O	-	0	880	1021	2560	2580
8	der	O	O	-	0	1048	1079	2559	2578
9	Provinz	O	O	-	0	1106	1189	2557	2581
10	Djeſireh	B-LOC	O	-	0	1217	1312	2556	2579
11	hat	O	O	-	0	1327	1360	2555	2577
12	der	O	O	-	0	1387	1418	2554	2573
13	ſyriſche	O	O	-	0	1445	1516	2553	2576
14	Jnnenminiſter	O	O	-	0	882	1034	2584	2606
15	im	O	O	-	0	1050	1076	2583	2602
16	Parlament	O	O	-	0	1091	1202	2583	2605
17	angekündigt	O	O	-	0	1203	1348	2580	2603
18	,	O	O	-	0	1203	1348	2580	2603
19	daß	O	O	-	0	1364	1399	2580	2601
20	gegen	O	O	-	0	1416	1472	2585	2601
21	die	O	O	-	0	1487	1516	2579	2597
22	Täter	O	O	-	0	882	941	2608	2627
23	ſchärfſte	O	O	-	0	955	1035	2608	2633
24	Maßnahmen	O	O	-	0	1048	1178	2606	2629
25	ergriffen	O	O	-	0	1193	1282	2604	2627
26	werden	O	O	-	0	1297	1369	2604	2623
27	würden	O	O	-	0	1384	1465	2603	2622
28	.	O	O	-	0	1384	1465	2603	2622
0		O	O	-	0	1480	1516	2602	2621
1	Die	O	O	-	0	1480	1516	2602	2621
2	ſyriſche	O	O	-	0	885	955	2631	2653
3	Regierung	O	O	-	0	975	1082	2631	2653
4	wahrt	O	O	-	0	1102	1162	2630	2651
5	ſtrengſtes	O	O	-	0	1181	1277	2629	2651
6	Schweigen	O	O	-	0	1296	1405	2627	2649
7	über	O	O	-	0	1424	1470	2626	2645
8	die	O	O	-	0	1488	1516	2625	2644
9	Hintergründe	O	O	-	0	882	1023	2654	2677
10	dieſer	O	O	-	0	1034	1090	2654	2676
11	Entführung	O	O	-	0	1103	1230	2652	2675
12	.	O	O	-	0	1103	1230	2652	2675
0		O	O	-	0	1254	1293	2652	2670
1	Der	O	O	-	0	1254	1293	2652	2670
2	befreite	O	O	-	0	1305	1381	2650	2673
3	Gouverneur	O	O	-	0	1392	1515	2650	2669
4	trifft	O	O	-	0	884	934	2679	2701
5	am	O	O	-	0	949	979	2684	2698
6	Montag	O	O	-	0	995	1076	2677	2699
7	abend	O	O	-	0	1092	1151	2677	2696
8	in	O	O	-	0	1164	1190	2676	2695
9	Damaskus	B-LOC	O	Q3766	0	1198	1309	2675	2694
10	ein	O	O	-	0	1323	1355	2674	2693
11	und	O	O	-	0	1370	1407	2674	2693
12	wird	O	O	-	0	1424	1469	2673	2692
13	der	O	O	-	0	1486	1516	2673	2691
14	Regierung	O	O	-	0	883	990	2702	2724
15	Bericht	O	O	-	0	1003	1065	2701	2723
16	erſtatten	O	O	-	0	1067	1177	2700	2722
17	.	O	O	-	0	1067	1177	2700	2722
0		O	O	-	0	884	923	2753	2772
1	Vor	O	O	-	0	884	923	2753	2772
2	Auflöſung	O	O	-	0	935	1028	2751	2774
3	der	O	O	-	0	1030	1073	2751	2773
4	politiſchen	O	O	-	0	1075	1203	2749	2772
5	Parteien	O	O	-	0	1211	1300	2748	2771
6	in	O	O	-	0	1313	1333	2748	2768
7	Syrien	B-LOC	O	Q858	0	1345	1423	2747	2769
8	.	O	O	-	0	1345	1423	2747	2769
0		O	O	-	0	920	994	2779	2802
