No.	TOKEN	NE-TAG	NE-EMB	GND-ID	url_id	left	right	top	bottom
31	Perſonalſteuern	O	O	-	0	2390	2719	1339	1400
32	und	O	O	-	0	2750	2826	1346	1389
33	von	O	O	-	0	2858	2934	1355	1391
34	anderen	O	O	-	0	2967	3128	1352	1409
35	drücken—den	O	O	-	0	3148	3311	1353	1401
36	direkten	O	O	-	0	1887	2099	1382	1429
37	Abgaben	O	O	-	0	2129	2325	1386	1441
38	.	O	O	-	0	2129	2325	1386	1441
0		O	O	-	0	1840	1981	1549	1601
1	Betriebsunfälle	O	O	-	0	1840	1981	1549	1601
2	und	O	O	-	0	2011	2088	1554	1595
3	die	O	O	-	0	2121	2179	1554	1597
4	Ausdehnung	O	O	-	0	2200	2465	1556	1616
5	der	O	O	-	0	2497	2561	1563	1606
6	Krankenverſicherung	O	O	-	0	2585	3026	1562	1627
7	,	O	O	-	0	2585	3026	1562	1627
8	andererſeits	O	O	-	0	3058	3308	1576	1629
9	die	O	O	-	0	1839	1896	1605	1648
10	Einführung	O	O	-	0	1927	2172	1605	1665
11	des	O	O	-	0	2202	2270	1612	1655
12	Tabakmonopols	O	O	-	0	2300	2641	1612	1673
13	vorgeſchlagen	O	O	-	0	2670	2966	1624	1678
14	.	O	O	-	0	2670	2966	1624	1678
0		O	O	-	0	1948	2024	1661	1706
1	Die	O	O	-	0	1948	2024	1661	1706
2	Schwierigkeit	O	O	-	0	2057	2341	1664	1721
3	und	O	O	-	0	2369	2446	1672	1715
4	Bedeutung	O	O	-	0	2477	2704	1673	1729
5	dieſer	O	O	-	0	2736	2849	1678	1730
6	Vorlagen	O	O	-	0	2869	3084	1680	1739
7	,	O	O	-	0	2869	3084	1680	1739
8	zu	O	O	-	0	3115	3159	1700	1741
9	denen	O	O	-	0	3188	3305	1690	1734
10	auch	O	O	-	0	1838	1926	1715	1769
11	noch	O	O	-	0	1956	2044	1717	1771
12	ein	O	O	-	0	2076	2158	1718	1763
13	Entwurf	O	O	-	0	2167	2345	1721	1774
14	wegen	O	O	-	0	2380	2513	1735	1785
15	Abänderung	O	O	-	0	2538	2799	1730	1789
16	der	O	O	-	0	2837	2900	1737	1779
17	Gewerbeordnung	O	O	-	0	2939	3304	1738	1801
18	in	O	O	-	0	1797	1876	1771	1819
19	Bezug	O	O	-	0	1906	2037	1772	1838
20	auf	O	O	-	0	2070	2138	1775	1839
21	das	O	O	-	0	2167	2241	1779	1821
22	Hauſirweſen	O	O	-	0	2269	2545	1780	1835
23	,	O	O	-	0	2269	2545	1780	1835
24	ſowie	O	O	-	0	2588	2700	1787	1837
25	ein	O	O	-	0	2732	2788	1787	1833
26	Antrag	O	O	-	0	2820	2973	1790	1856
27	wegen	O	O	-	0	3008	3138	1804	1851
28	Abänderung	O	O	-	0	3168	3303	1799	1845
29	einiger	O	O	-	0	2009	2151	1841	1885
30	Tarifſätze	O	O	-	0	2170	2370	1831	1891
31	kommt	O	O	-	0	2399	2546	1837	1889
32	,	O	O	-	0	2399	2546	1837	1889
33	hat	O	O	-	0	2580	2645	1843	1893
34	die	O	O	-	0	2666	2725	1843	1887
35	Reichsregierung	O	O	-	0	2746	3086	1844	1914
36	bewogen	O	O	-	0	3108	3303	1854	1911
37	,	O	O	-	0	3108	3303	1854	1911
38	zur	O	O	-	0	1835	1899	1896	1937
39	Berathung	O	O	-	0	1917	2122	1884	1940
40	derſelben	O	O	-	0	2126	2336	1888	1941
41	eine	O	O	-	0	2339	2461	1894	1938
42	außerordentliche	O	O	-	0	2481	2819	1898	1955
43	Seſſion	O	O	-	0	2841	2999	1902	1955
44	einzuberufen	O	O	-	0	3027	3302	1909	1965
45	.	O	O	-	0	3027	3302	1909	1965
0		O	O	-	0	1906	2022	1938	1984
1	Man	O	O	-	0	1906	2022	1938	1984
2	ſollte	O	O	-	0	2025	2183	1942	1995
3	denken	O	O	-	0	2211	2358	1945	1996
4	,	O	O	-	0	2211	2358	1945	1996
5	daß	O	O	-	0	2387	2436	1951	1992
6	dieſer	O	O	-	0	2438	2605	1951	2005
7	Entſchluß	O	O	-	0	2625	2820	1953	2009
8	allſeitig	O	O	-	0	2853	3012	1959	2015
9	dankbar	O	O	-	0	3041	3212	1963	2010
10	be—grüßt	O	O	-	0	3242	3301	1967	2011
11	werden	O	O	-	0	1981	2131	1998	2041
12	müßte	O	O	-	0	2162	2308	2001	2052
13	:	O	O	-	0	2162	2308	2001	2052
14	denn	O	O	-	0	2358	2439	2004	2049
15	er	O	O	-	0	2440	2527	2019	2049
16	giebt	O	O	-	0	2557	2658	2008	2063
17	Zeugniß	O	O	-	0	2684	2861	2010	2065
18	von	O	O	-	0	2890	2969	2023	2059
19	der	O	O	-	0	2998	3062	2019	2061
20	Gewiſſen⸗	O	O	-	0	3091	3299	2020	2077
0		O	O	-	0	3091	3299	2020	2077
1	Die	O	O	-	0	1958	2036	1050	1095
2	Ziele	O	O	-	0	2055	2161	1051	1106
3	der	O	O	-	0	2181	2244	1055	1099
4	Kaiſerlichen	O	O	-	0	2262	2504	1059	1117
5	Politik	O	O	-	0	2522	2669	1063	1117
6	liegen	O	O	-	0	2689	2811	1066	1118
7	ſeit	O	O	-	0	2834	2897	1069	1121
8	geraumer	O	O	-	0	2918	3115	1083	1118
9	Zeit	O	O	-	0	3133	3221	1076	1120
10	klar	O	O	-	0	3242	3318	1078	1122
11	vor	O	O	-	0	1845	1915	1111	1148
12	Augen	O	O	-	0	1936	2091	1105	1162
13	:	O	O	-	0	1936	2091	1105	1162
14	es	O	O	-	0	2126	2168	1116	1153
15	gilt	O	O	-	0	2200	2272	1111	1166
16	einmal	O	O	-	0	2303	2442	1115	1160
17	die	O	O	-	0	2470	2529	1119	1162
18	Heilung	O	O	-	0	2556	2723	1121	1176
19	E	O	O	-	0	2742	2819	1079	1167
20	ſneen	O	O	-	0	2834	3220	1077	1182
21	auf	O	O	-	0	3251	3317	1135	1183
0		O	O	-	0	1841	2027	1439	1502
1	Als	O	O	-	0	1841	2027	1439	1502
2	Mittel	O	O	-	0	2074	2233	1441	1495
3	zur	O	O	-	0	2255	2336	1446	1500
4	Verwirklichung	O	O	-	0	2346	2681	1430	1509
5	dieſer	O	O	-	0	2727	2840	1454	1506
6	Ziele	O	O	-	0	2874	2984	1452	1513
7	werden	O	O	-	0	3034	3182	1464	1509
8	dem	O	O	-	0	3227	3310	1468	1512
9	Reichstage	B-ORG	O	-	0	1841	2066	1492	1549
10	einerſeits	O	O	-	0	2089	2277	1499	1551
11	die	O	O	-	0	2308	2365	1503	1546
12	Verſicherung	O	O	-	0	2384	2647	1504	1563
13	der	O	O	-	0	2675	2742	1511	1553
14	Arbeiter	O	O	-	0	2762	2938	1511	1557
15	gegen	O	O	-	0	2968	3085	1529	1571
16	Betriebs⸗	O	O	-	0	3106	3304	1520	1567
